DATA;COMUNE;LOCALITA';LAT;LONG;TIPOLOGIA;CODICE COL;PROV;ANNO
2024-04-07;Gravina in Puglia;C.da Albanello;40.788722;16.438278;Bosco;Arancione;BARI;2024
2024-05-06;Altamura;Sant'Antonio;40.88;16.68025;Bosco;Arancione;BARI;2024
2024-06-10;Gioia del Colle;S.C. Casotta;40.816099;16.902061;Macchia;Arancione;BARI;2024
2024-06-11;Grumo Appula;Quadrifoglio;40.912644;16.695124;Macchia;Arancione;BARI;2024
2024-06-18;Gravina in Puglia;Masseria Lorusso;40.773349;16.48619;Bosco;Arancione;BARI;2024
2024-06-20;Acquaviva delle Fonti;sp82;40.852028;16.879389;Bosco;Arancione;BARI;2024
2024-06-20;Santeramo in Colle;Lagopalumbo;40.796966;16.794257;Bosco;Arancione;BARI;2024
2024-06-21;Santeramo in Colle;Bosco del Santissimo;40.774167;16.700556;Bosco;Arancione;BARI;2024
2024-06-27;Ruvo di Puglia;Patanella;41.038889;16.425556;Bosco;Arancione;BARI;2024
2024-07-01;Acquaviva delle Fonti;masseria primocielo;40.845707;16.804675;Bosco;Arancione;BARI;2024
2024-07-09;Corato;Zecchinello;41.023;16.3445;Macchia;Arancione;BARI;2024
2024-07-09;Gioia del Colle;sp 51 bosco Romanazzi;40.744681;16.82063;Bosco;Arancione;BARI;2024
2024-07-13;Gravina in Puglia;sp 201 masseria lorusso;40.773582;16.48631;Bosco;Arancione;BARI;2024
2024-07-16;Gioia del Colle;sp 82 - vicinanze autodemolizione santoiemma;40.834252;16.900644;Bosco;Arancione;BARI;2024
2024-07-17;Santeramo in Colle;La PietÓ;40.782778;16.753889;Macchia;Arancione;BARI;2024
2024-07-20;Grumo Appula;gautieri;40.9583;16.656255;Bosco;Arancione;BARI;2024
2024-07-20;Toritto;le sentinelle caselle di cristo;40.945833;16.601667;Bosco;Arancione;BARI;2024
2024-07-21;Gravina in Puglia;Parco Grottesolagne;40.828891;16.41922;Bosco;Arancione;BARI;2024
2024-07-21;Santeramo in Colle;Bosco di Vallata;40.752476;16.792555;Bosco;Arancione;BARI;2024
2024-07-24;Santeramo in Colle;bosco la gravinella;40.750278;16.765278;Bosco;Arancione;BARI;2024
2024-07-25;Sannicandro di Bari;;40.97622;16.807098;Macchia;Arancione;BARI;2024
2024-07-25;Altamura;Bosco Vuccolo;40.784311;16.545081;Macchia;Arancione;BARI;2024
2024-07-26;Noci;ristorante Bonelli;40.733637;17.029966;Bosco;Arancione;BARI;2024
2024-07-27;Gravina in Puglia;Via Guardialto - sportland centro sportivo;40.813889;16.430833;Macchia;Arancione;BARI;2024
2024-08-01;Putignano;Sanatorio;40.82466;17.106536;Bosco;Arancione;BARI;2024
2024-08-02;Casamassima;Parco delle sorbe, SS100;40.91975;16.935333;Bosco;Arancione;BARI;2024
2024-08-06;Noci;Zona G/73 nei pressi del ristorante BAMI';40.779755;17.136737;Macchia;Arancione;BARI;2024
2024-08-08;Gravina in Puglia;LA CAVALLERIZZA;40.793034;16.461908;Bosco;Arancione;BARI;2024
2024-08-12;Gravina in Puglia;via Spinazzola;40.827509;16.416624;Bosco;Arancione;BARI;2024
2024-08-12;Santeramo in Colle;SP235 De Nora;40.788681;16.699662;Bosco;Arancione;BARI;2024
2024-08-15;Modugno;Strada Vicinale Lama Risotti 70026 Modugno;41.068943;16.778879;Macchia;Arancione;BARI;2024
2024-08-24;Corato;Pedale - Cornacchiello;41.066088;16.371227;Macchia;Arancione;BARI;2024
2024-09-01;Altamura;Monte Castiglione;40.879167;16.444167;Bosco;Arancione;BARI;2024
2024-09-04;Acquaviva delle Fonti;Collone c/o miulli;40.861431;16.800498;Bosco;Arancione;BARI;2024
2024-09-16;Gravina in Puglia;Canale Pizzi Pippo;40.79346;16.37992;Canneto;Giallo;BARI;2024
2024-09-27;Cassano delle Murge;Rossani;40.86561;16.756233;Bosco;Arancione;BARI;2024
2024-09-28;Cassano delle Murge;Rossani;40.864444;16.756944;Bosco;Arancione;BARI;2024
2024-09-30;Corato;Piede piccolo- Posta Mangeri;41.048694;16.303083;Macchia;Arancione;BARI;2024
2024-10-01;Gravina in Puglia;Valloni;40.800144;16.383148;Canneto;Giallo;BARI;2024
2024-10-02;Triggiano;Lama San Giorgio;41.091484;16.9529;Macchia;Arancione;BARI;2024
2023-06-21;Cassano delle Murge;Bosco di Grottagiglio;40.920851;16.791339;Bosco;Arancione;BARI;2023
2023-06-24;Acquaviva delle Fonti;Grotta Giglio Bosco Perillo;40.9225;16.799722;Macchia;Arancione;BARI;2023
2023-06-24;Cassano delle Murge;Bosco Grottagiglio;40.918667;16.786194;Bosco;Arancione;BARI;2023
2023-07-01;Bitonto;Pietre Tagliate;40.980236;16.522459;Bosco;Arancione;BARI;2023
2023-07-08;Rutigliano;L'Annunziata;40.972846;16.980844;Bosco;Arancione;BARI;2023
2023-07-12;Acquaviva delle Fonti;Parco della Chiesa;40.944;16.854806;Macchia;Arancione;BARI;2023
2023-07-12;Cassano delle Murge;via bari c/o depuratore;40.904833;16.780139;Macchia;Arancione;BARI;2023
2023-07-16;Grumo Appula;Mellitto;40.957111;16.679389;Bosco;Arancione;BARI;2023
2023-07-18;Altamura;pulo, PARCO DELLA MENA;40.901173;16.59421;Macchia;Arancione;BARI;2023
2023-07-20;Gioia del Colle;SP51 - Corvello;40.7529;16.829146;Bosco;Arancione;BARI;2023
2023-07-20;Cassano delle Murge;La Vecchiaia;40.873557;16.817537;Bosco;Arancione;BARI;2023
2023-07-22;Gravina in Puglia;GRAVIGLIONE;40.844333;16.393;Canneto;Giallo;BARI;2023
2023-07-22;Santeramo in Colle;Bosco parata (ex Viglione);40.758685;16.738841;Bosco;Arancione;BARI;2023
2023-07-24;Bari;Lama Balice-via Bonomo;41.1325;16.798611;Canneto;Giallo;BARI;2023
2023-07-25;Bitonto;bella veduta;41.012097;16.54799;Macchia;Arancione;BARI;2023
2023-07-28;Triggiano;CONTRADA GIANNAVELLA;41.086494;16.952211;Macchia;Arancione;BARI;2023
2023-08-03;Cassano delle Murge;costone di bruno;40.880667;16.765111;Bosco;Arancione;BARI;2023
2023-08-03;Altamura;SS99 Via Matera;40.812492;16.558096;Bosco;Arancione;BARI;2023
2023-08-06;Altamura;VIA CARPENTINO;40.811111;16.575;Bosco;Arancione;BARI;2023
2023-08-08;Bari;Lama Balice via dei Fiordalisi;41.117778;16.756667;Macchia;Arancione;BARI;2023
2023-08-26;Gioia del Colle;via del medico  S.P.106;40.812618;16.912239;Macchia;Arancione;BARI;2023
2023-08-26;Poggiorsini;Diga del Basentello SP26;40.88161;16.227671;Canneto;Giallo;BARI;2023
2023-08-27;Casamassima;Parco delle sorbe;40.922667;16.934565;Bosco;Arancione;BARI;2023
2023-08-27;Gravina in Puglia;;40.831777;16.400326;Canneto;Giallo;BARI;2023
2023-08-31;Gravina in Puglia;Calandrella, sp.53;40.778492;16.449656;Canneto;Giallo;BARI;2023
2023-09-04;Bitonto;bosco Rogadeo;40.981167;16.48875;Bosco;Arancione;BARI;2023
2023-09-04;Cassano delle Murge;Masseria Lopez;40.870278;16.776389;Macchia;Arancione;BARI;2023
2023-09-05;Gravina in Puglia;La Calandrella;40.781972;16.44725;Canneto;Arancione;BARI;2023
2023-09-06;Gioia del Colle;Montursi;40.729669;16.852424;Bosco;Arancione;BARI;2023
2023-09-07;Gravina in Puglia;Caprariccia;40.718667;16.42325;Canneto;Giallo;BARI;2023
2023-09-07;Gioia del Colle;Montursi;40.729155;16.853136;Bosco;Arancione;BARI;2023
2023-09-10;Bitonto;Rogadeo;40.967056;16.540139;Bosco;Arancione;BARI;2023
2023-09-10;Gravina in Puglia;ss96, c.da Salsa;40.803441;16.437398;Canneto;Giallo;BARI;2023
2023-09-11;Gravina in Puglia;Contrada Coluni;40.787751;16.450574;Bosco;Arancione;BARI;2023
2023-09-12;Gravina in Puglia;sp53;40.755856;16.452236;Canneto;Giallo;BARI;2023
2023-09-13;Casamassima;ss  100 complanare uscita Sammichele;40.917478;16.936408;Bosco;Arancione;BARI;2023
2023-09-14;Gravina in Puglia;Contrada le Fronde;40.760814;16.428903;Canneto;Giallo;BARI;2023
2023-09-14;Gravina in Puglia;canale della gravina;40.803915;16.419188;Canneto;Giallo;BARI;2023
2023-09-18;Gravina in Puglia;sp. 53;40.748432;16.458265;Canneto;Giallo;BARI;2023
2023-09-18;Santeramo in Colle;sp 235 Altamura - Santeramo;40.793889;16.724444;Bosco;Arancione;BARI;2023
2023-09-19;Gravina in Puglia;Serra Pizzuto (Ex Masseria Menarone);40.763252;16.464933;Bosco;Arancione;BARI;2023
2023-09-20;Gravina in Puglia;CONTRADA BELMONTE;40.798392;16.393378;Canneto;Giallo;BARI;2023
2023-09-22;Gravina in Puglia;Vulcanello;40.70475;16.431222;Canneto;Giallo;BARI;2023
2023-09-22;Gravina in Puglia;Pantano Lama Santa Maria;40.718056;16.498056;Canneto;Giallo;BARI;2023
2023-09-22;Santeramo in Colle;Graviglione;40.804722;16.690833;Macchia;Arancione;BARI;2023
2023-09-29;Gravina in Puglia;Zingariello;40.797583;16.363389;Canneto;Giallo;BARI;2023
2023-10-08;Ruvo di Puglia;Iazzo del Demonio Bosco Scoparelle;41.030833;16.431111;Bosco;Arancione;BARI;2023
2023-10-09;Corato;Boschigni;41.041944;16.373333;Macchia;Arancione;BARI;2023
2023-10-13;Gravina in Puglia;Masseria Macchitella;40.773346;16.407887;Bosco;Arancione;BARI;2023
2023-10-15;Grumo Appula;Bosco Frasca;40.923889;16.648889;Macchia;Arancione;BARI;2023
2023-10-15;Cassano delle Murge;Bella Mia Casa di Nazareth;40.846036;16.769612;Bosco;Arancione;BARI;2023
2022-05-22;Toritto;masseria il Quarto;40.948895;16.612503;Bosco;Arancione;BARI;2022
2022-05-31;Gravina in Puglia;difesa grande - TEST -;40.758682;16.374221;Bosco;Arancione;BARI;2022
2022-06-01;Cassano delle Murge;Mazzacavallo;40.866704;16.760796;Bosco;Arancione;BARI;2022
2022-06-07;Gravina in Puglia;via flli Cervi - Capotenda;40.827694;16.418583;Bosco;Arancione;BARI;2022
2022-06-13;Monopoli;masseria guidotti - canale di pirro;40.827083;17.264694;Bosco;Arancione;BARI;2022
2022-06-15;Casamassima;localitÓ PietÓ bosco Marcedde;40.93145;16.947515;Bosco;Arancione;BARI;2022
2022-06-17;Grumo Appula;Cava via Bari sp. 96;40.925401;16.653658;Bosco;Arancione;BARI;2022
2022-06-19;Gioia del Colle;SP139;40.846929;16.95487;Canneto;Giallo;BARI;2022
2022-06-21;Gravina in Puglia;difesa grande;40.742887;16.377525;Macchia;Arancione;BARI;2022
2022-06-22;Toritto;Belvedere di Quasano;40.96272;16.57316;Macchia;Arancione;BARI;2022
2022-06-23;Grumo Appula;Mellitto;40.951472;16.670667;Bosco;Arancione;BARI;2022
2022-06-23;Toritto;Quasano c/o  agriturismo Fariello;40.954464;16.548975;Bosco;Arancione;BARI;2022
2022-06-27;Putignano;strada comunale LA CONEA;40.819778;17.17075;Bosco;Arancione;BARI;2022
2022-06-28;Gravina in Puglia;Albanello;40.795833;16.428388;Bosco;Arancione;BARI;2022
2022-06-28;Altamura;Nei pressi di Master Sport;40.847222;16.521111;Bosco;Arancione;BARI;2022
2022-06-29;Gravina in Puglia;Nei pressi Ristorante Madonna della Stella;40.82525;16.410111;Bosco;Arancione;BARI;2022
2022-07-03;Gravina in Puglia;lama colma - sp 26;40.820728;16.375562;Canneto;Giallo;BARI;2022
2022-07-04;Cassano delle Murge;contrada grippoli vicino agriturismo ruotolo;40.873667;16.78125;Bosco;Arancione;BARI;2022
2022-07-05;Modugno;strada lama risotti;41.067222;16.775278;Macchia;Arancione;BARI;2022
2022-07-11;Corato;Montedoro;41.028762;16.397475;Bosco;Arancione;BARI;2022
2022-07-12;Sammichele di Bari;lama diumo;40.870306;16.953226;Bosco;Arancione;BARI;2022
2022-07-14;Santeramo in Colle;C.da Lama di Lupo;40.753889;16.709167;Bosco;Arancione;BARI;2022
2022-07-20;Bari;STRADA VICINALE SOTTOMURA;41.080222;16.816222;Macchia;Arancione;BARI;2022
2022-07-24;Acquaviva delle Fonti;SP 75;40.912276;16.859365;Bosco;Arancione;BARI;2022
2022-07-25;Corato;Mass. Tarantini  - SP 39;41.027556;16.364722;Bosco;Arancione;BARI;2022
2022-07-25;Gravina in Puglia;sp 201 -. bosco selva;40.775194;16.478111;Bosco;Arancione;BARI;2022
2022-07-26;Gravina in Puglia;spiridicchio;40.937556;16.371667;Bosco;Arancione;BARI;2022
2022-08-01;Santeramo in Colle;Santissimo;40.772222;16.693889;Bosco;Arancione;BARI;2022
2022-08-02;Santeramo in Colle;C.da Mosca;40.807182;16.812649;Bosco;Arancione;BARI;2022
2022-08-07;Toritto;Quasano    Parco dei dinosauri;40.926333;16.642667;Bosco;Arancione;BARI;2022
2022-08-08;Bari;via Candura;41.128639;16.802472;Macchia;Arancione;BARI;2022
2022-08-11;Bitonto;Area esterna all'autostrada A14, contrada sarago;41.110934;16.738206;Canneto;Giallo;BARI;2022
2022-09-03;Cassano delle Murge;Malatesta;40.9075;16.780278;Macchia;Arancione;BARI;2022
2022-09-06;Grumo Appula;lama la grotta;40.957639;16.660694;Bosco;Arancione;BARI;2022
2022-09-08;Cassano delle Murge;Malatesta;40.9175;16.789722;Bosco;Arancione;BARI;2022
2022-09-12;Acquaviva delle Fonti;Curto Martino;40.853333;16.808056;Macchia;Arancione;BARI;2022
2022-09-22;Sammichele di Bari;Lama di Jumo;40.871966;16.954441;Macchia;Arancione;BARI;2022
2022-09-28;Bari;s.anna;41.096918;16.927217;Bosco;Arancione;BARI;2022
2022-10-05;Gravina in Puglia;serra la stella - la cappella - confine irsina;40.73;16.387222;Macchia;Arancione;BARI;2022
2021-05-25;Grumo Appula;Reseda S. Rocco;40.981361;16.696361;Macchia;Arancione;BARI;2021
2021-05-28;Ruvo di Puglia;;41.008778;16.315417;Bosco;Arancione;BARI;2021
2021-05-29;Gioia del Colle;Bosco Lama Cupa, Gioia del Colle - Acquaviva;40.845333;16.889389;Bosco;Arancione;BARI;2021
2021-06-05;Cassano delle Murge;serra mano;40.871389;16.791667;Bosco;Arancione;BARI;2021
2021-06-14;Santeramo in Colle;contrada lama di spine;40.796111;16.798333;Bosco;Arancione;BARI;2021
2021-06-14;Ruvo di Puglia;bosco scoparelle;41.035722;16.444361;Bosco;Arancione;BARI;2021
2021-06-15;Noicattaro;c/o Ufficio Postale;41.033806;16.982722;Canneto;Giallo;BARI;2021
2021-06-18;Gravina in Puglia;Vivaio San Nicola della Macchia-Difesa Grande;40.722722;16.396889;Bosco;Arancione;BARI;2021
2021-06-20;Gravina in Puglia;coluni - salsa;40.804444;16.438417;Macchia;Arancione;BARI;2021
2021-06-21;Santeramo in Colle;Chiancaro;40.812778;16.773611;Bosco;Arancione;BARI;2021
2021-06-24;Acquaviva delle Fonti;;40.855833;16.879722;Bosco;Arancione;BARI;2021
2021-06-24;Altamura;mass. S. Teresa;40.891722;16.647806;Bosco;Arancione;BARI;2021
2021-06-25;Bitonto;lama balice - sp 231 - svincolo palombaio;41.104944;16.687639;Canneto;Giallo;BARI;2021
2021-06-25;Acquaviva delle Fonti;lamia torrente picone;40.933694;16.853667;Macchia;Arancione;BARI;2021
2021-06-27;Gravina in Puglia;la Selva;40.772639;16.478556;Bosco;Arancione;BARI;2021
2021-06-28;Putignano;VIA NOCI;40.835194;17.114583;Bosco;Arancione;BARI;2021
2021-06-29;Alberobello;san leonardo;40.801694;17.201917;Bosco;Arancione;BARI;2021
2021-06-30;Modugno;Via Vecchia Balsignano;41.069139;16.792028;Macchia;Arancione;BARI;2021
2021-06-30;Cassano delle Murge;serre di laudati;40.878583;16.774444;Macchia;Arancione;BARI;2021
2021-07-01;Corato;Torre Mascolo;41.040306;16.375278;Bosco;Arancione;BARI;2021
2021-07-01;Corato;Iatta;41.039167;16.365556;Bosco;Arancione;BARI;2021
2021-07-01;Mola di Bari;Masseria Pepe;41.020972;17.098917;Macchia;Arancione;BARI;2021
2021-07-01;Gravina in Puglia;contrada capasa sp 201;40.755;16.493333;Bosco;Arancione;BARI;2021
2021-07-02;Acquaviva delle Fonti;masseria serini;40.844444;16.838611;Macchia;Arancione;BARI;2021
2021-07-03;Cassano delle Murge;via della repubblica vs. strada panoramica;40.88575;16.758083;Bosco;Arancione;BARI;2021
2021-07-04;Bari;Viale de Blasio (ZI Modugno);41.111694;16.793833;Macchia;Arancione;BARI;2021
2021-07-04;Bari;sp 54 - tra s.paolo e lama balice;41.126389;16.775;Macchia;Arancione;BARI;2021
2021-07-04;Altamura;Pulo;40.891028;16.571167;Bosco;Arancione;BARI;2021
2021-07-05;Grumo Appula;mass. Gendarme-Polveriera;40.931167;16.631806;Bosco;Arancione;BARI;2021
2021-07-07;Gravina in Puglia;via dante alighieri;40.822972;16.414306;Bosco;Arancione;BARI;2021
2021-07-08;Cassano delle Murge;Masseria Cristo;40.859;16.768944;Bosco;Arancione;BARI;2021
2021-07-08;Gravina in Puglia;Selva - Albanello;40.798861;16.435917;Macchia;Arancione;BARI;2021
2021-07-08;Santeramo in Colle;Lama di Lupo;40.756806;16.708;Bosco;Arancione;BARI;2021
2021-07-12;Ruvo di Puglia;LA CIVILE;41.035556;16.459722;Bosco;Arancione;BARI;2021
2021-07-13;Acquaviva delle Fonti;sp Acquaviva-Santeramo c/o Alma Resort;40.8575;16.796667;Bosco;Arancione;BARI;2021
2021-07-15;Santeramo in Colle;sp 235 Viglione -Pineta Morsara;40.767306;16.755694;Bosco;Arancione;BARI;2021
2021-07-15;Santeramo in Colle;Mesola;40.838333;16.772972;Macchia;Arancione;BARI;2021
2021-07-16;Gioia del Colle;via Sammichele SP139;40.845556;16.955;Canneto;Giallo;BARI;2021
2021-07-22;Altamura;TEST Intervento Aereo;40.858917;16.61225;Bosco;Arancione;BARI;2021
2021-07-24;Altamura;vicinanze autodemolizione ugone vittoria;40.911389;16.624444;Bosco;Arancione;BARI;2021
2021-07-24;Gravina in Puglia;SAN MAURO CHIMENTI;40.806389;16.390028;Canneto;Giallo;BARI;2021
2021-07-27;Santeramo in Colle;sp 235 Bosco Colonna;40.793972;16.725611;Bosco;Arancione;BARI;2021
2021-07-28;Ruvo di Puglia;Bosco la Cavallerizza;41.0125;16.443333;Bosco;Arancione;BARI;2021
2021-07-28;Cassano delle Murge;Via Bari Bosco di Grottagiglio;40.914306;16.796222;Bosco;Arancione;BARI;2021
2021-07-28;Gravina in Puglia;Zingariello - bosco Difesa Grande;40.773389;16.411722;Bosco;Arancione;BARI;2021
2021-07-29;Corato;masseria malcangi;41.041417;16.373056;Bosco;Arancione;BARI;2021
2021-07-30;Gioia del Colle;SP 20 Per Gioia del Colle - Murgia Giovinazzi;40.693889;16.820556;Macchia;Arancione;BARI;2021
2021-07-31;Rutigliano;l'annunziata (ruderi);40.972917;16.991194;Macchia;Arancione;BARI;2021
2021-07-31;Cassano delle Murge;Tenuta Battista;40.867778;16.769722;Bosco;Arancione;BARI;2021
2021-07-31;Gioia del Colle;Bosco romanazzi pressi lebbrosario;40.738889;16.840556;Bosco;Arancione;BARI;2021
2021-08-01;Gioia del Colle;bosco romanazzi;40.745417;16.842139;Bosco;Arancione;BARI;2021
2021-08-03;Gravina in Puglia;parco robinson;40.822833;16.412139;Bosco;Arancione;BARI;2021
2021-08-03;Cassano delle Murge;Il Serrone;40.910861;16.766;Macchia;Arancione;BARI;2021
2021-08-04;Conversano;Gravina di Monsignore;41.007111;17.117028;Bosco;Arancione;BARI;2021
2021-08-05;Gioia del Colle;Via Ficazzella - Masseria Sottocanale;40.846389;16.927333;Bosco;Arancione;BARI;2021
2021-08-05;Bitonto;Rogadeo;40.993167;16.504278;Bosco;Arancione;BARI;2021
2021-08-06;Cassano delle Murge;BOSCO GROTTAGIGLIO;40.916389;16.7875;Bosco;Arancione;BARI;2021
2021-08-08;Acquaviva delle Fonti;Bosco la Vecchiara;40.873639;16.817028;Bosco;Arancione;BARI;2021
2021-08-08;Cassano delle Murge;bosco perrillo;40.92075;16.796417;Bosco;Arancione;BARI;2021
2021-08-08;Locorotondo;Montetessa;40.76275;17.379944;Bosco;Arancione;BARI;2021
2021-08-10;Acquaviva delle Fonti;sp 20 - km 8 (cimaglia);40.815333;16.849056;Bosco;Arancione;BARI;2021
2021-08-11;Acquaviva delle Fonti;SALENTINO - S.Elia;40.851667;16.84;Bosco;Arancione;BARI;2021
2021-08-11;Gravina in Puglia;Serra la Stella;40.757639;16.477833;Bosco;Arancione;BARI;2021
2021-08-15;Cassano delle Murge;lama ferrone;40.90975;16.767083;Macchia;Arancione;BARI;2021
2021-08-16;Sammichele di Bari;???;40.853306;16.960972;Canneto;Giallo;BARI;2021
2021-08-16;Gravina in Puglia;cda Rifezza;40.720778;16.415389;Canneto;Giallo;BARI;2021
2021-08-16;Modugno;campi Balsignano;41.067806;16.791944;Macchia;Arancione;BARI;2021
2021-08-16;Altamura;Boschetto II SS 99;40.811111;16.560278;Bosco;Arancione;BARI;2021
2021-08-17;Altamura;Graviscella-Masseria Nuova;40.791944;16.500278;Bosco;Arancione;BARI;2021
2021-08-18;Corato;Montedoro;41.029722;16.363611;Macchia;Arancione;BARI;2021
2021-08-21;Modugno;Macchiadichianca Strada Calabrese Branchetto;41.070556;16.811389;Bosco;Arancione;BARI;2021
2021-08-22;Gioia del Colle;Murgia Cervococco;40.751389;16.924722;Bosco;Arancione;BARI;2021
2021-08-22;Bitetto;Loc. Chiusura/Str. Vic. La Croce;41.062222;16.756667;Macchia;Arancione;BARI;2021
2021-08-25;Altamura;Capasa;40.847222;16.360611;Canneto;Giallo;BARI;2021
2021-09-01;Gravina in Puglia;Alloggio;40.76925;16.353139;Macchia;Arancione;BARI;2021
2021-09-13;Gravina in Puglia;SP 53 - c.da calandrella (ex conticchio);40.770611;16.438806;Canneto;Giallo;BARI;2021
2021-09-14;Gravina in Puglia;SP53 cda Selva - Difesa Grande;40.737778;16.452222;Canneto;Giallo;BARI;2021
2021-09-15;Gravina in Puglia;San Mauro Chimenti;40.786389;16.3975;Canneto;Giallo;BARI;2021
2021-09-26;Cassano delle Murge;Salentino;40.871417;16.817944;Bosco;Arancione;BARI;2021
2021-09-30;Gravina in Puglia;c/o difesa grande zipippo;40.791667;16.389167;Canneto;Giallo;BARI;2021
2021-10-03;Bitonto;Rogadeo;40.981417;16.496194;Bosco;Arancione;BARI;2021
2020-06-25;Bari;Lama Balice - Scuola GDF;41.13675;16.804917;Canneto;Giallo;BARI;2020
2020-06-26;Grumo Appula;SP97 bivio x OASI WWF;40.932;16.676528;Bosco;Arancione;BARI;2020
2020-06-27;Casamassima;Masseria Monacelle;40.944722;16.888083;Bosco;Arancione;BARI;2020
2020-06-28;Santeramo in Colle;masseria Gaglietti;40.806556;16.782917;Bosco;Arancione;BARI;2020
2020-06-30;Grumo Appula;Polveriera;40.92725;16.63025;Bosco;Arancione;BARI;2020
2020-07-02;Gravina in Puglia;cda Nunziatella distributori Casareale;40.798833;16.423056;Canneto;Verde;BARI;2020
2020-07-06;Cassano delle Murge;Masseria Ruotolo;40.867222;16.788889;Bosco;Arancione;BARI;2020
2020-07-09;Cassano delle Murge;Zona Ruotolo;40.865;16.779833;Macchia;Arancione;BARI;2020
2020-07-12;Santeramo in Colle;La Guardiola;40.789167;16.704722;Bosco;Arancione;BARI;2020
2020-07-13;Ruvo di Puglia;Monte PietÓ;41.009722;16.320833;Macchia;Arancione;BARI;2020
2020-07-14;Grumo Appula;Masseria Frasca;40.933056;16.652222;Macchia;Arancione;BARI;2020
2020-07-25;Gravina in Puglia;Pantone;40.716111;16.430639;Bosco;Arancione;BARI;2020
2020-07-27;Cassano delle Murge;Tenuta Battista - Mazzacavallo;40.870556;16.774444;Bosco;Arancione;BARI;2020
2020-07-28;Cassano delle Murge;agr. Tenuta Battista;40.878278;16.763528;Bosco;Arancione;BARI;2020
2020-07-31;Cassano delle Murge;Grippoli;40.872778;16.780278;Macchia;Arancione;BARI;2020
2020-08-02;Ruvo di Puglia;FRAZIONE CALENDANO;41.081806;16.408722;Bosco;Arancione;BARI;2020
2020-08-03;Bari;Lama Balice;41.129083;16.780917;Macchia;Arancione;BARI;2020
2020-08-05;Ruvo di Puglia;Contessa;41.039278;16.385639;Bosco;Arancione;BARI;2020
2020-08-05;Ruvo di Puglia;cda Del Monte-Roselli;41.099278;16.419;Bosco;Arancione;BARI;2020
2020-08-08;Acquaviva delle Fonti;SP75 Casamassima-Acquaviva delle fonti;40.914722;16.860556;Bosco;Arancione;BARI;2020
2020-08-14;Ruvo di Puglia;Montedoro;41.030556;16.383083;Bosco;Arancione;BARI;2020
2020-08-14;Cassano delle Murge;mass. Ruotolo;40.874444;16.783167;Macchia;Arancione;BARI;2020
2020-08-15;Corato;Stracciacappello;41.040778;16.346806;Bosco;Arancione;BARI;2020
2020-08-15;Santeramo in Colle;Contrada Sant'Angelo;40.828972;16.717;Macchia;Arancione;BARI;2020
2020-08-15;Acquaviva delle Fonti;Primocielo SP127;40.849417;16.789611;Bosco;Arancione;BARI;2020
2020-08-15;Ruvo di Puglia;Lama Reale;41.014833;16.382056;Macchia;Arancione;BARI;2020
2020-08-22;Acquaviva delle Fonti;masseria Cattiva;40.92625;16.8075;Bosco;Arancione;BARI;2020
2020-08-22;Gravina in Puglia;Selva di Serra la Stella/Cortillo;40.761611;16.464139;Bosco;Arancione;BARI;2020
2020-08-30;Corato;Cecibizzo/Mangieri/San Magno;41.049917;16.314389;Bosco;Arancione;BARI;2020
2020-09-01;Santeramo in Colle;Bosco della Parata;40.77075;16.748306;Bosco;Arancione;BARI;2020
2020-09-06;Acquaviva delle Fonti;Curto Martino;40.855722;16.803139;Bosco;Arancione;BARI;2020
2020-09-06;Gravina in Puglia;Mastrocaccia - Contrada Felice Pescarello;40.812917;16.30225;Bosco;Arancione;BARI;2020
2020-09-07;Noci;Masseria serro;40.79825;17.061667;Bosco;Arancione;BARI;2020
2020-09-09;Gravina in Puglia;Pentecchia;40.8115;16.396667;Canneto;Giallo;BARI;2020
2020-09-11;Grumo Appula;Masseria Lo Zita;40.932806;16.630972;Bosco;Arancione;BARI;2020
2020-09-15;Cassano delle Murge;Mercadante Mass. S. Antonio;40.876111;16.6875;Bosco;Arancione;BARI;2020
2020-09-19;Gravina in Puglia;La Selva - Lago Rosa;40.790028;16.481389;Canneto;Giallo;BARI;2020
2020-09-20;Bitonto;Iazzo della Ficocchia;40.981583;16.493222;Bosco;Arancione;BARI;2020
2020-09-22;Grumo Appula;C.da La Difesa;40.9225;16.700889;Bosco;Arancione;BARI;2020
2019-06-24;Bari;lama balice;41.122639;16.767333;Bosco;Arancione;BARI;2019
2019-06-28;Rutigliano;c.da Annunziata;40.97475;16.986861;Macchia;Arancione;BARI;2019
2019-06-29;Conversano;Tra Turi e Conversano Mass. Bassi;40.941944;17.053333;Bosco;Arancione;BARI;2019
2019-07-06;Rutigliano;mater domini nei pressi dell'azienda divella;41.007333;16.986444;Macchia;Arancione;BARI;2019
2019-07-08;Grumo Appula;Bosco WWF;40.937694;16.687556;Bosco;Verde;BARI;2019
2019-07-22;Cassano delle Murge;Grotta Giglio;40.921389;16.788972;Bosco;Arancione;BARI;2019
2019-07-23;Gravina in Puglia;botromagno;40.813833;16.398944;Macchia;Arancione;BARI;2019
2019-07-28;Ruvo di Puglia;La Contessa;41.038944;16.385667;Bosco;Arancione;BARI;2019
2019-08-02;Gravina in Puglia;La selva;40.783611;16.468889;Macchia;Arancione;BARI;2019
2019-08-05;Ruvo di Puglia;La Padula;41.020167;16.454556;Bosco;Arancione;BARI;2019
2019-08-05;Ruvo di Puglia;Masseria Quinto;41.074389;16.411389;Bosco;Arancione;BARI;2019
